,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,Codigo
7704,11,176.0,3.452840909090909,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.3,F,24.0,I.E. PLINIO MENDOZA NEIRA,331,43,NO,66613016
7705,2,38.0,3.9763157894736842,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.17,F,26.0,COLEGIO GUILLERMO LEON VALENCIA,393,52,SI,66613019
7706,1,19.0,3.2315789473684204,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.23,F,27.0,INSTITUCIÓN EDUCATIVA JULIUS SIEBER,335,44,SI,66613020
7707,1,19.0,0.2526315789473685,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.25,F,41.0,COL CERVANTES SAAVEDRA,348,44,SI,66613022
7708,1,19.0,0.14736842105263157,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.15,F,31.0,IE JORGE CLEMENTE PALACIOS,386,49,SI,66613023
7709,9,129.0,3.294573643410853,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.46,F,30.0,INSTITUCIÓN EDUCATIVA NESTOR FORERO ALCALÁ,42,41,SI,66613026
7710,11,175.0,3.5474285714285716,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,25.0,I.E.T. DE NOBSA,428,44,NO,66613027
7711,9,167.0,3.737724550898204,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,23.0,COLEGIO ISABEL VALBUENA CIFUENTES,44,48,NO,66613028
7712,8,165.0,3.8109090909090906,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,24.0,I.E. INTEGRADO-CÓMBITA,54,53,NO,66613030
7713,9,180.0,3.775,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,24.0,I.E.T. DE NOBSA,60,57,NO,66613031
7714,10,137.0,2.9708029197080292,24,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.13,F,26.0,I.E. TUNJUELO,40,48,SI,66613032
7715,8,165.0,3.54969696969697,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.0,F,21.0,IE IGNACIO GIL SANABRIA,360,55,NO,66613033
7716,4,68.0,2.7426470588235294,15,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.05,F,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,324,45,SI,66613034
7717,1,19.0,0.3263157894736842,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.33,F,36.0,INST. DE EDUCACION FORMAL PARA ADULTOS COMFABOY,295,45,SI,66613035
7718,7,109.0,3.277981651376147,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.35,F,28.0,COLEGIO BOYACA DE DUITAMA,341,50,SI,66613036
7719,12,179.0,3.501117318435754,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,29.0,COLEGIO GUILLERMO LEON VALENCIA,328,46,NO,66613037
7720,4,47.0,2.54468085106383,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.3,F,28.0,INSTITUCIÓN EDUCATIVA SERGIO CAMARGO - MIRAFLORES,297,46,SI,66613038
7721,10,177.0,3.436723163841808,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,26.0,INSTITUCIÓN EDUCATIVA COLEGIO DE SUGAMUXI,323,50,NO,66613040
7722,2,36.0,2.3499999999999996,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.54,F,25.0,IE SIMON BOLIVAR - GUACARÍ,305,45,SI,66613042
7723,8,165.0,3.7600000000000007,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,21.0,I.E.D. ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,316,47,NO,66613043
7724,9,168.0,3.7875000000000005,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,24.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,50,49,NO,66613045
7725,4,44.0,2.7954545454545454,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.17,F,26.0,I.E. MARCO AURELIO BERNAL,290,43,SI,66613049
7726,8,165.0,3.565454545454545,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,F,29.0,I.E.T. JOSE ACEVEDO Y GOMEZ,44,51,NO,66613050
7727,10,181.0,3.4259668508287286,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,M,23.0,I.E. JOSE JOAQUIN CASAS,42,41,NO,66613051
7728,9,169.0,3.625443786982248,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,25.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,316,47,NO,66613052
7729,4,47.0,1.9617021276595745,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.75,F,28.0,COLEGIO CENCOV CIENCIAS Y CULTURA,41,43,SI,66613053
7730,1,19.0,3.1684210526315786,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.17,F,26.0,IE DE EDUC BAS Y MEDIA TEC JOSE ANTONIO PAEZ,299,46,SI,66613054
7731,3,51.0,3.198039215686275,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.73,F,26.0,I.E.T. LISANDRO CELY,272,42,SI,66613056
7732,8,165.0,3.6006060606060606,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.9,F,23.0,CENTRO DE BACHILLERATO COMERCIAL SAGRADOS CORAZONES,304,40,NO,66613057
7733,8,165.0,3.707272727272727,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,24.0,INSTITUCIÓN EDUCATIVA TÉCNICO DE BELLAS ARTES,368,55,NO,66613058
7734,8,107.0,2.9841121495327103,21,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.66,F,46.0,I.E. SILVINO RODRIGUEZ,214,45,SI,66613061
7735,1,16.0,2.9437499999999996,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.94,F,32.0,I.E. SUSANA GUILLEMIN,282,39,SI,66613062
7736,4,69.0,2.8942028985507244,14,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.95,F,27.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,372,52,SI,66613063
7737,2,38.0,2.4078947368421053,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.99,M,28.0,COLEGIO CIUDAD DEL SOL,328,44,SI,66613064
7738,1,19.0,1.0263157894736843,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.03,F,25.0,INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO,307,45,SI,66613065
7739,13,207.0,3.22512077294686,18,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,M,35.0,GIMNASIO GRAN COLOMBIANO,369,52,NO,66613066
7740,9,180.0,3.655,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,37.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,380,55,NO,66613067
7741,11,172.0,3.5500000000000007,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.7,F,27.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,310,47,NO,66613068
7742,6,89.0,3.247191011235955,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.3,F,26.0,COLEGIO LA PRESENTACIÓN - DUITAMA,45,45,SI,66613070
7743,9,166.0,3.61144578313253,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,37.0,GIMN DEL CORAZON DE MARIA,246,49,NO,66613071
7744,8,167.0,3.75868263473054,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,M,24.0,INSTITUCIÓN EDUCATIVA EMPRESARIALY AGROINDUSTRIAL LOS ANDES INSEANDES,52,53,NO,66613072
7745,3,36.0,2.8916666666666666,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.6,F,28.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,51,69,SI,66613074
7746,11,182.0,3.3686813186813187,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.8,F,23.0,IE ANTONIO RICAURTE,240,43,NO,66613075
7747,1,19.0,0.16842105263157894,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.17,F,28.0,COLEGIO CORPORACION SANTO DOMINGO,306,43,SI,66613076
7748,1,19.0,2.9578947368421056,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.96,F,37.0,IE JORGE CLEMENTE PALACIOS,4,45,SI,66613077
7749,4,79.0,3.9860759493670885,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.9,F,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,52,51,SI,66613078
7750,8,165.0,3.6381818181818177,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,23.0,IE TECNICA RAMON IGNACIO AVELLA,327,47,NO,66613079
7751,9,180.0,3.63,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.8,F,23.0,COLEGIO INTEGRADO SIMON BOLIVAR,367,51,NO,66613080
7752,3,41.0,2.536585365853659,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.54,M,28.0,I.E. ANTONIO NARIÑO,267,44,SI,66613081
7753,1,19.0,2.973684210526316,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.97,M,28.0,COLEGIO GUILLERMO LEON VALENCIA,389,46,SI,66613082
7754,11,182.0,3.4906593406593402,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.9,F,24.0,IE TECNICA NACIONALIZADA DE SAMACA,293,38,NO,66613083
7755,10,171.0,3.6497076023391815,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,24.0,COLEGIO CRISTIANO FILADELFIA,328,49,NO,66613084
7756,5,63.0,2.633333333333333,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.46,F,27.0,INSTITUTO TECNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,284,41,SI,66613085
7757,1,19.0,3.642105263157894,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.64,F,28.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,48,47,SI,66613501
7758,8,165.0,3.746666666666667,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.76,M,23.0,COLEGIO LA PRESENTACIÓN - DUITAMA,361,53,NO,66613503
7759,9,168.0,3.708928571428571,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,22.0,COL DE LA PRESENTACION DE FATIMA,56,49,NO,66613504
7760,9,149.0,3.2369127516778526,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.26,F,24.0,ITEDRIS COMBITA,291,42,SI,66613505
7761,1,19.0,3.6263157894736846,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.63,M,26.0,COLEGIO GUILLERMO LEON VALENCIA,45,47,SI,66613507
7762,13,186.0,3.3026881720430112,17,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.06,M,28.0,INSTITUTO SAN FERNANDO FERRINI,361,51,NO,66613508
7763,11,177.0,3.40225988700565,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.8,F,26.0,CENTRO EDUCATIVO SAN AGUSTIN,320,51,NO,66613509
7764,8,165.0,3.819393939393939,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,M,22.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,366,51,NO,66613510
7765,12,147.0,2.972108843537415,27,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.85,F,29.0,I.E. JUAN JOSE REYES PATRIA,332,48,NO,66613513
7766,1,19.0,2.742105263157895,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.74,M,27.0,I.E. ANTONIO NARIÑO,321,45,SI,66613514
7767,9,167.0,3.611377245508982,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,22.0,INSTITUCIÓN EDUCATIVA ANTONIO NARIÑO,310,47,NO,66613515
7768,8,119.0,3.5352941176470587,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.48,F,33.0,IE TECNICA RAMON IGNACIO AVELLA,349,45,SI,66613516
7769,3,58.0,3.4603448275862068,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.39,F,32.0,IE TEC JOSE IGNACIO DE MARQUEZ,401,46,SI,66613517
7770,1,19.0,2.689473684210526,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.69,M,26.0,COLEGIO ANTONIO NARIÑO,45,47,SI,66613518
7771,6,83.0,3.092771084337349,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.74,F,27.0,INSTITUTO LA MILAGROSA,361,53,SI,66613519
7772,1,19.0,2.973684210526316,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.97,M,25.0,COLEGIO CORPORACION SANTO DOMINGO,279,39,SI,66613520
7773,8,165.0,3.716363636363636,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,21.0,I.E. SAN FELIPE,371,52,NO,66613521
7774,11,179.0,3.3798882681564253,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.7,F,26.0,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,50,52,NO,66613523
7775,8,165.0,3.496969696969697,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,24.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,237,41,NO,66613524
7776,11,181.0,3.400552486187846,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.7,F,23.0,I.E. ANTONIO NARIÑO,292,41,NO,66613525
7777,11,160.0,3.014375,23,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.84,M,29.0,I.E. JUAN JOSE NEIRA,303,45,NO,66613526
7778,2,35.0,2.36,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.65,F,25.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,326,48,SI,66613527
7779,13,210.0,3.264761904761905,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.5,F,25.0,GIMNASIO MODERNO SANTA SOFIA-DUITAMA,358,51,NO,66613528
7780,1,19.0,3.431578947368421,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.43,F,24.0,IE JUAN JOSE RONDON - SOATÁ,316,43,SI,66613529
7781,9,127.0,3.2669291338582673,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.0,F,26.0,IE GUSTAVO ROMERO HERNANDEZ,287,44,SI,66613530
7782,10,173.0,3.4884393063583814,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.0,F,26.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,333,49,NO,66613531
7783,10,173.0,3.405780346820809,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,M,24.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,335,49,NO,66613532
7784,1,19.0,3.4157894736842107,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.42,F,25.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,356,50,SI,66613533
7785,8,165.0,3.775757575757576,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,24.0,COLEGIO LICEO NACIONAL AGUSTIN NIETO CABALLERO (IED),341,48,NO,66613534
7786,1,19.0,2.7578947368421054,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.76,F,26.0,IE PANAMERICANO PUENTE BOYACA,386,40,SI,66613535
7787,3,54.0,3.42962962962963,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.58,F,27.0,COLEGIO BOYACA DE DUITAMA,350,50,SI,66613536
7788,10,174.0,3.529310344827586,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.7,F,25.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,352,50,NO,66613537
7789,9,167.0,3.730538922155689,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,341,47,NO,66613539
7790,10,174.0,3.4821839080459767,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.04,F,23.0,INST TEC EMPRESARIAL,52,53,NO,66613540
7791,11,185.0,3.3545945945945945,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.8,F,22.0,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,48,36,NO,66613541
7792,10,175.0,3.545714285714285,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,23.0,COLEGIO DIVINO NIÑO,300,45,NO,66613542
7793,4,73.0,2.8109589041095893,15,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.62,F,25.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,280,40,SI,66613543
7794,4,35.0,2.3742857142857146,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.95,F,28.0,I.E. TEC Y ACAD ANTONIO NARIÑO,347,54,SI,66613544
7795,12,194.0,3.3520618556701023,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,39.0,INSTITUTO TECNICO EDUCATIVO DE TUNJA,45,43,NO,66613545
7796,2,38.0,2.436842105263158,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.71,F,30.0,COL. ADVENTISTA BARBOSA,41,38,SI,66613546
7797,8,165.0,3.7327272727272733,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,32.0,CEDEBOY EL COCUY,414,93,NO,66613547
7798,6,90.0,2.8399999999999994,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.18,M,27.0,COLEGIO MANUEL ELKIN PATARROYO,39,36,SI,66613548
7799,4,73.0,3.061643835616439,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.73,F,39.0,ESCUELA SUPERIOR DE BELLAS ARTES,313,64,SI,66613549
7800,2,35.0,3.257142857142857,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.21,F,30.0,CENTRO EDUCATIVO JUAN DE LA SALLE,43,43,SI,66614002
7801,9,135.0,3.2007407407407404,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.27,F,25.0,INSTITUCION EDUCATIVA SILVESTRE ARENAS,41,42,SI,66614004
7802,9,165.0,3.6921212121212124,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,4.3,F,23.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,49,49,NO,66614006
7803,5,87.0,3.3321839080459768,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.11,M,27.0,IE RAFAEL BERNAL JIMENEZ,321,51,SI,66614008
7804,3,53.0,3.5528301886792457,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.09,F,39.0,I.E. ANTONIO NARIÑO,389,54,SI,66614009
7805,8,165.0,3.709090909090909,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.2,F,20.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,397,59,NO,66614011
7806,12,209.0,3.3124401913875596,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.0,F,26.0,IE TECNICA RAMON IGNACIO AVELLA,44,43,NO,66614012
7807,2,33.0,2.1424242424242426,11,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.09,M,27.0,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO - TUNJA,241,138,SI,66614014
7808,10,173.0,3.6271676300578033,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.12,F,22.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,334,51,NO,66614015
7809,11,180.0,3.2238888888888892,17,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.56,F,30.0,I.E. NORMAL SUPERIOR SAGRADO CORAZÓN,364,52,NO,66614016
7810,3,36.0,2.841666666666667,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.22,F,26.0,I.E.T NACIONALIZADO DE PAUNA,288,44,SI,66614019
7811,11,199.0,3.364824120603015,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.9,M,23.0,I.E. EL ESPINO,290,44,NO,66614021
7812,1,19.0,3.5842105263157893,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.58,F,24.0,IE BRAULIO GONZALEZ,48,48,SI,66614022
7813,1,19.0,3.378947368421052,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.38,F,24.0,IE FRANCISCO DE PAULA SANTANDER,285,42,SI,66614023
7814,9,114.0,2.8745614035087725,13,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.33,F,25.0,IE RAFAEL BERNAL JIMENEZ,321,45,SI,66614024
7815,12,198.0,3.3797979797979796,8,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,23.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,272,37,NO,66614025
7816,1,19.0,3.473684210526316,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.47,F,26.0,IE TEC JOSE IGNACIO DE MARQUEZ,250,49,SI,66614028
7817,2,37.0,2.6378378378378375,12,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.12,F,25.0,COLEGIO TECNICO INDUSTRIAL GUSTAVO JIMENEZ,328,44,SI,66614029
7818,9,137.0,3.113138686131387,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.37,F,23.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,43,47,NO,66614030
7819,12,196.0,3.4132653061224483,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,24.0,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,330,51,NO,66614031
7820,10,131.0,3.318320610687022,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.7,F,23.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,341,48,NO,66614032
7821,4,62.0,2.9419354838709677,10,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.94,F,25.0,ALIANZA COLOMBO FRANCESA,314,43,SI,66614033
7822,4,81.0,2.8246913580246913,16,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.0,M,27.0,IE RAFAEL BERNAL JIMENEZ,305,144,SI,66614034
7823,7,130.0,3.651538461538461,0,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.38,F,29.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,338,50,SI,66614035
7824,8,140.0,3.360714285714286,5,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.51,F,24.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,43,46,SI,66614036
7825,4,46.0,2.9347826086956523,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.44,F,24.0,IE CAMILO TORRES RESTREPO - AGUAZUL,42,41,SI,66614037
7826,6,109.0,3.3275229357798164,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.26,F,25.0,COLEGIO SALESIANO,42,43,SI,66614038
7827,12,148.0,3.1398648648648653,17,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,2.95,F,27.0,I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO,257,120,NO,66614039
7828,1,19.0,1.2894736842105263,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.29,F,32.0,INSTITUTO TECNICO GONZALO SUAREZ RENDON,41,45,SI,66614040
7829,11,177.0,3.504519774011299,6,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.36,F,24.0,I.E.T. COMERCIAL SAGRADO CORAZON DE JESUS,41,40,NO,66614041
7830,8,140.0,3.575714285714286,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.55,F,28.0,ESCUELA NORMAL  SUPERIOR ANTONIA SANTOS,343,49,SI,66614045
7831,1,19.0,3.168421052631579,3,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.17,F,29.0,I.E.T. COMERCIAL,281,42,SI,66614046
7832,9,143.0,3.362937062937063,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.1,F,27.0,COL JUANA VELASQUEZ,325,46,SI,66614047
7833,8,143.0,3.5111888111888114,1,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.73,M,24.0,INSTITUCIÓN EDUCATIVA LA PRADERA,372,54,SI,66614048
7834,9,144.0,3.377083333333333,7,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.32,F,26.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,347,52,SI,66614049
7835,4,62.0,2.4919354838709675,15,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,0.0,F,24.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,387,58,SI,66614050
7836,3,38.0,2.5131578947368416,9,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,1.82,M,25.0,COL DULCE CORAZON DE MARIA,290,47,SI,66614051
7837,10,173.0,3.598265895953757,4,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.28,F,22.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,290,42,NO,66614052
7838,2,34.0,3.273529411764706,2,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.44,F,24.0,IE NORMAL SUPERIOR DE MONTERREY,40,40,SI,66614053
7839,8,113.0,3.099115044247788,14,FACULTAD DE CIENCIAS DE LA SALUD,ENFERMERÍA,3.08,F,26.0,COLEGIO ALEJANDRO DE HUMBOLDT,42,43,SI,66614501
