,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,ES_DESERTOR,Codigo,PUNT_TOTAL_NORMALIZED,PUNT_AREA_NORMALIZED
8518,2,27.0,2.3518518518518516,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.02,M,24.0,INSTITUCIÓN EDUCATIVA URIBESCO,SI,77113012,0.08467309753483387,0.06006493506493507
8519,1,36.0,1.5805555555555555,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.0,M,25.0,I.E. SAN IGNACIO DE LOYOLA,SI,77113014,0.08681672025723472,0.06655844155844157
8520,10,149.0,2.919463087248322,22,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA - SOGAMOSO,0.24,F,25.0,IE ESCUELA NORMAL SUPERIOR - SOCHA,SI,77113018,0.07931404072883172,0.053571428571428575
8521,6,81.0,2.6061728395061725,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.53,M,30.0,IE NORMAL SUPERIOR - SABOYÁ,SI,77113019,0.08467309753483387,0.0762987012987013
8522,0,13.0,0.0,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.0,M,30.0,ALIANZA COLOMBO FRANCESA,SI,77113020,0.082529474812433,0.05844155844155845
8523,10,170.0,3.704705882352941,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.97,F,21.0,I.E. LOPEZ QUEVEDO,NO,77113021,0.09217577706323687,0.07142857142857142
8524,2,32.0,3.378125,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.22,M,25.0,INST TEC EMPRESARIAL,SI,77113022,0.09110396570203644,0.07467532467532467
8525,13,188.0,3.21968085106383,15,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.4,M,26.0,INSTITUCIÓN EDUCATIVA FRANCISCO DE PAULA SANTANDER,NO,77113023,0.08038585209003216,0.07142857142857142
8526,6,88.0,2.8397727272727273,15,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.74,F,26.0,INST TEC EMPRESARIAL,NO,77113026,0.08681672025723472,0.06655844155844157
8527,10,170.0,3.7523529411764707,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.91,M,28.0,INSTITUTO TECNICO INDUSTRIAL PILOTO,NO,77113027,0.08896034297963558,0.06818181818181819
8528,1,18.0,1.35,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.35,M,27.0,IE TECNICA RAMON IGNACIO AVELLA,SI,77113028,0.08788853161843516,0.061688311688311695
8529,9,170.0,4.040588235294117,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.19,M,26.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,NO,77113032,0.46730975348338694,0.5016233766233767
8530,1,18.0,1.2000000000000002,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.2,M,29.0,INST FERRINI - SEDE CENTRO,SI,77113033,0.08360128617363344,0.07305194805194805
8531,3,50.0,3.1319999999999997,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.51,M,30.0,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,SI,77113502,0.08896034297963558,0.06818181818181819
8532,14,195.0,3.2564102564102564,18,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.87,M,27.0,COLEGIO CORPORACION SANTO DOMINGO,NO,77113505,0.082529474812433,0.06006493506493507
8533,2,34.0,1.8941176470588237,10,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.26,F,27.0,COL DULCE CORAZON DE MARIA,SI,77113509,0.08681672025723472,0.06493506493506494
8534,2,29.0,2.168965517241379,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.22,F,25.0,COLEGIO DEL SAGRADO CORAZON DE JESUS - HNAS. BETHLEMITAS,SI,77113510,0.090032154340836,0.07305194805194805
8535,3,44.0,2.777272727272727,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.44,M,27.0,IE JORGE ELIECER GAITAN,SI,77113511,0.08788853161843516,0.06655844155844157
8536,16,190.0,3.0621052631578944,23,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.05,F,23.0,I.E. PABLO VALETTE,NO,77113512,0.09110396570203644,0.061688311688311695
8537,3,43.0,2.6999999999999997,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA - SOGAMOSO,2.79,M,31.0,COLEGIO CELCO,SI,77113514,0.09110396570203644,0.07305194805194805
8538,16,207.0,3.2270531400966176,19,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.16,M,26.0,IE FRANCISCO DE PAULA SANTANDER,NO,77113516,0.082529474812433,0.05681818181818182
8539,14,192.0,3.5078124999999996,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.01,M,24.0,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL MARCO AURELIO BERNAL GARAGOA,NO,77113517,0.0857449088960343,0.05844155844155845
8540,13,201.0,3.4348258706467667,14,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.0,M,31.0,IE TECNICA  FRANCISCO JOSE DE CALDAS,NO,77113518,0.08788853161843516,0.06980519480519481
8541,1,18.0,3.5999999999999996,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.6,F,25.0,INST TEC EMPRESARIAL,SI,77113519,0.09431939978563772,0.07305194805194805
8542,10,162.0,3.4074074074074074,13,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA - SOGAMOSO,1.46,M,25.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,NO,77114001,0.09110396570203644,0.06980519480519481
8543,5,82.0,3.1792682926829268,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.88,M,27.0,COLEGIO COLOMBO BRITANICO - DOSQUEBRADAS,SI,77114003,0.09646302250803858,0.08116883116883117
8544,14,200.0,3.255,18,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.03,F,24.0,IE LUIS HERNANDEZ VARGAS,NO,77114004,0.090032154340836,0.07305194805194805
8545,12,177.0,3.714689265536723,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.2,F,24.0,I.E. NUESTRA SEÑORA DE LA ANTIGUA,NO,77114006,0.0932475884244373,0.08766233766233766
8546,3,47.0,1.2425531914893617,16,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.54,M,27.0,COLEGIO COLOMBO BRITANICO - TUNJA,SI,77114007,0.08788853161843516,0.061688311688311695
8547,4,49.0,2.951020408163265,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.12,F,24.0,COL DE NSTRA SRA DEL ROSARIO,SI,77114010,0.29689174705251875,0.17370129870129872
8548,7,124.0,3.2661290322580645,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.21,M,26.0,COLEGIO  TRINIDAD CAMACHO PINZON,SI,77114011,0.3890675241157556,0.06980519480519481
8549,5,84.0,3.036904761904762,10,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.38,M,25.0,COLEGIO JORGE ELIECER GAITAN  (IED),SI,77114012,0.39335476956055737,0.06980519480519481
8550,4,54.0,2.857407407407407,10,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.54,F,27.0,COLEGIO SALESIANO,SI,77114015,0.08360128617363344,0.06006493506493507
8551,11,163.0,3.1963190184049073,14,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.21,F,26.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,NO,77114016,0.08467309753483387,0.06331168831168832
8552,1,18.0,2.8833333333333333,3,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.88,F,25.0,COLEGIO ISABEL VALBUENA CIFUENTES,SI,77114018,0.3687031082529475,0.06493506493506494
8553,1,11.0,1.9272727272727272,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.93,M,27.0,LICEO ANGLO AMERICANO DE SOGAMOSO,SI,77114019,0.08467309753483387,0.061688311688311695
8554,4,68.0,3.195588235294118,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.99,M,24.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,SI,77114023,0.08360128617363344,0.0551948051948052
8555,11,172.0,3.823837209302326,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.14,F,24.0,I.E. TOMAS VASQUEZ RODRIGUEZ,NO,77114501,0.09431939978563772,0.07467532467532467
8556,10,172.0,3.7813953488372083,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.86,M,25.0,IE TECNICO INDUSTRIAL,NO,77114502,0.08788853161843516,0.06655844155844157
8557,1,18.0,2.605555555555556,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.61,M,27.0,CENTRO EDUCATIVO JUAN DE LA SALLE,SI,77114503,0.09217577706323687,0.06980519480519481
8558,11,175.0,3.6668571428571424,3,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.5,F,23.0,INSTITUTO NUESTRA SEÑORA DE FATIMA-BARRANQUILLA,NO,77114504,0.09539121114683816,0.08116883116883117
8559,3,50.0,2.92,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.52,F,23.0,I.E.COLEGIO LA NUEVA FAMILIA,SI,77114505,0.09217577706323687,0.07142857142857142
8560,11,172.0,3.718604651162791,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.1,M,24.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,NO,77114506,0.08896034297963558,0.06818181818181819
8561,2,31.0,3.7806451612903222,0,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.6,M,24.0,COLEGIO SALESIANO MALDONADO,SI,77114507,0.08788853161843516,0.06655844155844157
8562,2,35.0,3.3057142857142856,3,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.04,F,24.0,I.E. SILVINO RODRIGUEZ,SI,77114509,0.08681672025723472,0.06006493506493507
8563,13,182.0,3.619230769230769,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.2,M,24.0,IE SAN MARCOS - MUZO,NO,77114510,0.08360128617363344,0.05681818181818182
8564,10,170.0,3.781764705882353,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.48,M,23.0,INST TEC EMPRESARIAL,NO,77114511,0.08896034297963558,0.06818181818181819
8565,10,175.0,3.658857142857143,3,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.83,F,25.0,I.E. ARMANDO SOLANO,NO,77114513,0.10289389067524116,0.08766233766233766
8566,11,172.0,3.8517441860465116,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.6,M,26.0,I.E. TOMAS VASQUEZ RODRIGUEZ,NO,77114514,0.082529474812433,0.05681818181818182
8567,9,153.0,3.5823529411764707,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.58,M,26.0,I.E. SILVINO RODRIGUEZ,NO,77114516,0.07931404072883172,0.05032467532467533
8568,5,70.0,2.7285714285714286,13,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.89,F,27.0,COL DULCE CORAZON DE MARIA,SI,77114517,0.2990353697749196,0.04707792207792208
8569,4,64.0,2.6359375000000003,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.74,M,25.0,COLEGIO CORPORACION SANTO DOMINGO,SI,77114518,0.08145766345123258,0.0551948051948052
8570,1,11.0,1.2545454545454546,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.25,M,24.0,COLEGIO COLOMBO BRITANICO - DOSQUEBRADAS,SI,77114519,0.36334405144694537,0.06980519480519481
8571,11,174.0,3.733908045977011,3,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.3,M,24.0,INST TEC EMPRESARIAL,NO,77114520,0.08681672025723472,0.06493506493506494
8572,1,18.0,2.072222222222222,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.07,M,30.0,INSTITUCIÓN EDUCATIVA SAN JERÓNIMO EMILIANI,SI,77114521,0.09431939978563772,0.0762987012987013
8573,3,49.0,3.1367346938775507,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.38,M,25.0,INSTITUTO POLITECNICO INDUSTRIAL DE TELECOMUNICACIONES,SI,77114522,0.08467309753483387,0.0551948051948052
8574,12,190.0,3.4026315789473682,10,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.8,M,29.0,COLEGIO ANTONIO NARIÑO,NO,77114523,0.09539121114683816,0.07954545454545454
8575,1,18.0,0.911111111111111,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA - SOGAMOSO,0.91,M,26.0,COLEGIO JESUS EUCARISTIA,SI,77114527,0.08896034297963558,0.061688311688311695
8576,2,30.0,0.5566666666666668,14,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.25,F,31.0,COLEGIO CORPORACION SANTO DOMINGO,SI,77114528,0.3879957127545552,0.06980519480519481
8577,11,172.0,3.6029069767441855,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.7,F,25.0,I.E. MARCO AURELIO BERNAL,NO,77115002,0.09431939978563772,0.07305194805194805
8578,13,189.0,3.4941798941798936,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.6,M,25.0,COLEGIO NUESTRA SEÑORA DE NAZARETH,NO,77115003,0.09539121114683816,0.07467532467532467
8579,8,124.0,3.1645161290322585,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.57,M,31.0,INSTITUTO DE EDUCACION MEDIA DIVERSIFICADA INEM CARLOS ARTURO TORRES,NO,77115004,0.08360128617363344,0.061688311688311695
8580,1,11.0,0.8090909090909091,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.81,M,24.0,I.E. SAN IGNACIO DE LOYOLA,SI,77115005,0.08788853161843516,0.09253246753246754
8581,12,179.0,3.6357541899441346,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.13,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,NO,77115006,0.09967845659163987,0.08279220779220779
8582,11,176.0,3.5999999999999996,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.96,F,24.0,I.E. EL ROSARIO - FLORENCIA,NO,77115007,0.08788853161843516,0.06818181818181819
8583,4,53.0,2.858490566037736,9,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.5,F,26.0,COLEGIO PEDAGOGICO LOS ALAMOS,SI,77115009,0.08360128617363344,0.05844155844155845
8584,13,206.0,3.276213592233009,15,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.0,F,23.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL EL CARMEN,NO,77115010,0.2797427652733119,0.06006493506493507
8585,12,170.0,3.1364705882352943,16,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.14,M,29.0,IE NORMAL SUPERIOR - SABOYÁ,NO,77115011,0.097534833869239,0.08603896103896104
8586,9,130.0,3.0100000000000002,20,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.14,M,26.0,CENTRO DE INVESTIGACIONES PEDAGÓGICAS  RAYUELA,NO,77115012,0.097534833869239,0.08116883116883117
8587,11,170.0,4.055882352941177,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.04,M,25.0,COLEGIO MILITAR CORONEL JUAN JOSE RONDON,NO,77115013,0.09431939978563772,0.07305194805194805
8588,1,18.0,4.366666666666667,0,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.37,F,23.0,GIMNASIO PANAMERICANO,SI,77115014,0.42229367631296894,0.09740259740259741
8589,1,18.0,1.8666666666666667,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.87,M,23.0,INSTITUCION EDUCATIVA DEPARTAMENTAL AGUSTIN PARRA,SI,77115015,0.09539121114683816,0.08279220779220779
8590,1,18.0,1.4833333333333334,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.48,M,23.0,COLEGIO UNIVERSITARIO,SI,77115016,0.09539121114683816,0.06655844155844157
8591,10,173.0,3.986705202312139,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.2,F,30.0,I.E. NORMAL SUPERIOR SOR JOSEFA DEL CASTILLO Y GUEVARA,NO,77115017,0.090032154340836,0.07305194805194805
8592,12,182.0,3.175274725274725,17,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.48,M,26.0,INSTITUCIÓN INPO,NO,77115018,0.09539121114683816,0.0762987012987013
8593,2,29.0,2.7275862068965515,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.85,M,24.0,I.E. SILVINO RODRIGUEZ,SI,77115019,0.08896034297963558,0.06818181818181819
8594,3,51.0,3.0313725490196077,9,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.73,F,24.0,I.E. SILVINO RODRIGUEZ,SI,77115020,0.08896034297963558,0.07142857142857142
8595,2,34.0,2.8588235294117643,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.91,M,24.0,COLEGIO LA PRESENTACIÓN - DUITAMA,SI,77115022,0.11039657020364416,0.10064935064935066
8596,12,175.0,3.8685714285714288,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.27,F,22.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,NO,77115025,0.3461950696677385,0.09253246753246754
8597,2,29.0,3.0655172413793106,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.15,F,24.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,SI,77115026,0.33011789924973206,0.43344155844155846
8598,11,171.0,3.3456140350877193,16,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.91,M,24.0,IE SAN ANTONIO,NO,77115027,0.08681672025723472,0.05844155844155845
8599,1,18.0,1.3500000000000003,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.35,M,22.0,I.E. TEC IND JULIO FLOREZ,SI,77115030,0.097534833869239,0.08279220779220779
8600,1,16.0,2.3749999999999996,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.37,M,25.0,INSTITUCIÓN EDUCATIVA POLITÉCNICO ÁLVARO GONZÁLEZ SANTANA,SI,77115031,0.08788853161843516,0.06980519480519481
8601,9,148.0,3.4547297297297295,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.52,M,27.0,I.E. TEC IND ANTONIO RICAURTE,NO,77115032,0.08038585209003216,0.048701298701298704
8602,11,178.0,3.3617977528089886,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.65,F,23.0,COLEGIO LUIS CARLOS GALÁN SARMIENTO,NO,77115033,0.08896034297963558,0.06980519480519481
8603,2,34.0,2.2323529411764707,9,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.09,M,23.0,I.E. TEC IND ANTONIO RICAURTE,SI,77115034,0.09967845659163987,0.08766233766233766
8604,5,69.0,2.8637681159420287,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.08,M,25.0,INST EDUC LIBERTADOR SIMON BOLIVAR,SI,77115035,0.09217577706323687,0.07305194805194805
8605,11,168.0,3.4291666666666663,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.45,M,23.0,CEN. EDUC. COL. SOR JOSEFA DEL CASTILLO,NO,77115036,0.09967845659163987,0.09090909090909091
8606,12,183.0,3.3726775956284154,13,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.92,M,26.0,INSTITUTO TECNICO INDUSTRIAL RAFAEL REYES-DUITAMA,NO,77115037,0.09646302250803858,0.07954545454545454
8607,2,22.0,1.1909090909090911,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.31,M,27.0,CENTRO JUVENIL AMIGONIANO BOYACÁ,SI,77115038,0.41586280814576637,0.05681818181818182
8608,11,170.0,3.8882352941176466,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.6,M,31.0,GIMNASIO CAMPESTRE SANTO DOMINGO,NO,77115501,0.09217577706323687,0.06980519480519481
8609,11,194.0,3.5262886597938143,12,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.32,M,22.0,INSTITUCION EDUCATIVA TECNICA INDUSTRIAL MARCO AURELIO BERNAL GARAGOA,NO,77115502,0.33976420150053593,0.08116883116883117
8610,11,176.0,3.7056818181818185,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.0,F,23.0,IE FABIO RIVEROS,NO,77115503,0.10396570203644158,0.09253246753246754
8611,10,170.0,3.8970588235294112,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.94,F,24.0,COLEGIO BILINGUE DEL LLANO,NO,77115504,0.09431939978563772,0.07954545454545454
8612,11,180.0,3.5294444444444446,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.4,M,25.0,INSTITUTO TECNICO GONZALO SUAREZ RENDON,NO,77115505,0.41479099678456594,0.061688311688311695
8613,10,170.0,3.4329411764705884,2,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.0,M,22.0,COLEGIO ANDINO,NO,77115506,0.3386923901393355,0.08441558441558442
8614,3,50.0,0.836,18,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.33,M,24.0,IE RAMON BARRANTES,SI,77115507,0.3279742765273312,0.14772727272727273
8615,1,18.0,3.4555555555555557,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.46,F,24.0,IE SANTA BARBARA - SAN PABLO DE BORBUR,SI,77115509,0.2829581993569132,0.07305194805194805
8616,12,184.0,3.52554347826087,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.51,M,23.0,IE TEC JOSE GABRIEL CARVAJAL GARCIA,NO,77115511,0.34941050375133975,0.06818181818181819
8617,12,176.0,3.666477272727272,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.6,M,24.0,COLEGIO CORPORACION SANTO DOMINGO,NO,77115512,0.097534833869239,0.07954545454545454
8618,3,52.0,3.2249999999999996,5,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA - SOGAMOSO,2.64,M,24.0,COLEGIO DE BOYACÁ,SI,77115513,0.097534833869239,0.08928571428571429
8619,7,120.0,3.464166666666667,4,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.77,F,27.0,COLEGIO JORGE ISAACS,NO,77115514,0.08467309753483387,0.06818181818181819
8620,12,170.0,3.9141176470588235,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,4.7,M,24.0,I.E. SUSANA GUILLEMIN,NO,77115515,0.39228295819935693,0.07467532467532467
8621,1,18.0,3.461111111111111,0,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.46,F,22.0,COLEGIO BOYACA DE DUITAMA,SI,77115516,0.10182207931404072,0.09415584415584416
8622,10,168.0,3.4595238095238092,6,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.55,F,24.0,COLEGIO DE BOYACÁ,NO,77115517,0.10932475884244372,0.09740259740259741
8623,3,34.0,2.8323529411764707,8,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,2.9,F,22.0,CORPORACIÓN UNIVERSITARIA DEL META,SI,77115518,0.35262593783494106,0.09090909090909091
8624,10,170.0,4.038235294117646,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.04,M,28.0,IE TEC EDUARDO BARAJAS CORONADO,NO,77115519,0.4362272240085745,0.10551948051948053
8625,2,36.0,2.538888888888889,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,0.98,M,26.0,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,SI,77115520,0.0857449088960343,0.06006493506493507
8626,11,189.0,3.461375661375661,9,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.17,M,23.0,INSTITUCIÓN EDUCATIVA ANTONIO JOSÉ SANDOVAL GÓMEZ DE TUNJA,NO,77115521,0.09646302250803858,0.0762987012987013
8627,2,34.0,2.7088235294117644,7,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,1.77,M,25.0,COLEGIO CORPORACION SANTO DOMINGO,SI,77115522,0.11361200428724544,0.1038961038961039
8628,1,16.0,3.23125,1,"FACULTAD DE ARQUITECTURA, DISEÑO Y URBANISMO",ARQUITECTURA,3.23,F,25.0,COLEGIO TECNICO MUNICIPAL SIMON BOLIVAR,SI,77115523,0.41586280814576637,0.06331168831168832
