,n_semesters,sum_credits,GPA,failed_subjects,FACULTAD,NOMBRE_PROGRAMA,Mandatory_subjects_GPA,Optinals_GPA,failed_mandatory,failed_optional,gpa_last_semester,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR
9682,6,111.0,4.08918918918919,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.09,,0.0,,4.39,F,24.0,IE GUSTAVO ROMERO HERNANDEZ,54,54,NO
9683,2,31.0,3.480645161290323,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.48,,2.0,,3.26,F,23.0,"CENT DE ENSEÑANZA PRECOZ LA FUERZA DEL SABER-BOGOTÁ, D.C.",234,48,NO
9684,1,17.0,0.9882352941176471,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,0.99,,8.0,,0.99,M,23.0,CENTRO JUVENIL AMIGONIANO BOYACÁ,224,45,SI
9685,6,90.0,3.3666666666666667,10,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.37,,10.0,,3.56,F,20.0,INSTITUCIÓN EDUCATIVA ANTONIO MARTÍNEZ DELGADO,209,42,NO
9686,6,105.0,4.135238095238095,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.14,,0.0,,4.12,F,21.0,INSTITUCIÓN EDUCATIVA GUSTAVO ROMERO HERNÁNDEZ,270,52,NO
9687,6,105.0,4.123809523809523,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.12,,0.0,,4.43,F,22.0,I.E. MARCO AURELIO BERNAL,272,53,NO
9688,5,89.0,3.919101123595505,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.92,,0.0,,4.12,F,20.0,IE PANAMERICANO PUENTE BOYACA,226,46,NO
9689,6,90.0,3.336666666666666,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.34,,8.0,,3.6,M,20.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,310,63,NO
9690,4,66.0,3.4515151515151516,4,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.45,,4.0,,3.29,F,20.0,COL COOP COOSERVICIOS,230,46,NO
9691,6,105.0,4.135238095238096,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.14,,0.0,,4.37,F,18.0,I.E. NUESTRA SEÑORA DE LA ANTIGUA,275,54,NO
9692,2,32.0,2.825,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.82,,8.0,,2.27,M,25.0,I.E. JOSE JOAQUIN CASAS,267,55,NO
9693,6,105.0,3.7628571428571425,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.76,,2.0,,4.23,F,19.0,INSTITUCIÓN EDUCATIVA SAN AGUSTÍN,249,51,NO
9694,6,105.0,3.933333333333333,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.93,,0.0,,4.32,F,21.0,NORMAL SUPERIOR ANTONIA SANTOS,260,51,NO
9695,1,17.0,2.9588235294117644,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.96,,2.0,,2.96,F,21.0,COLEGIO CORPORACION SANTO DOMINGO,240,48,SI
9696,6,109.0,4.243119266055046,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.24,,0.0,,4.35,F,22.0,INSTITUCION EDUCATIVA DEPARTAMENTAL AGUSTIN PARRA,302,61,NO
9697,1,17.0,3.2117647058823526,3,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.21,,3.0,,3.21,M,20.0,IE JESUS BERNAL PINZON,227,46,SI
9698,6,103.0,3.9398058252427184,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.94,,1.0,,3.92,F,20.0,IE NUESTRA SEÑORA DE LOS DOLORES DE MANARE,256,52,NO
9699,1,17.0,3.547058823529412,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.55,,0.0,,3.55,F,20.0,IE TEC INDUSTRIAL,250,49,SI
9700,6,104.0,3.7115384615384617,6,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.71,,6.0,,4.3,F,20.0,COLEGIO SALESIANO MALDONADO,258,52,NO
9701,6,105.0,4.0980952380952385,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.1,,0.0,,4.26,F,20.0,I.E.T. COMERCIAL,277,54,NO
9702,5,89.0,4.0528089887640455,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.05,,0.0,,4.36,F,22.0,COLEGIO DE BOYACÁ,290,59,NO
9703,5,89.0,3.9752808988764055,3,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.98,,3.0,,4.36,F,21.0,NORMAL SUPERIOR MARIA INMACULADA,258,52,NO
9704,1,17.0,1.6470588235294117,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,1.65,,8.0,,1.65,F,21.0,IE DEL LLANO,236,47,NO
9705,5,66.0,3.4621212121212115,6,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.46,,6.0,,3.55,M,21.0,CENTRO DE INVESTIGACIONES PEDAGÓGICAS  RAYUELA,300,48,NO
9706,5,89.0,4.037078651685394,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.04,,1.0,,4.24,F,20.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,267,54,NO
9707,4,52.0,3.4596153846153848,4,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.46,,4.0,,3.45,M,24.0,I.E. TOMAS VASQUEZ RODRIGUEZ,257,51,NO
9708,5,89.0,4.276404494382023,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.28,,0.0,,4.47,F,20.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,328,66,NO
9709,1,17.0,3.664705882352941,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.66,,1.0,,3.66,F,19.0,I.E EL CRUCE,312,61,NO
9710,2,33.0,2.563636363636364,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.56,,8.0,,1.88,M,19.0,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL CARMEN,249,48,NO
9711,2,31.0,2.990322580645161,6,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.99,,6.0,,2.81,F,21.0,IE TEC LA LIBERTAD,240,46,NO
9712,5,89.0,3.8438202247191016,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.84,,1.0,,4.04,F,20.0,INSTITUTO TÉCNICO INDUSTRIAL FRANCISCO DE PAULA SANTANDER,278,55,NO
9713,5,87.0,3.8264367816091953,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.83,,2.0,,3.92,F,21.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,299,60,NO
9714,5,76.0,3.6026315789473684,4,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.6,,4.0,,3.76,M,22.0,CENTRO EDUCATIVO JUAN JACOBO ROUSSEAU-TUNJA,269,54,NO
9715,5,85.0,3.823529411764706,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.82,,0.0,,4.1,F,20.0,ESCUELA NORMAL SUPERIOR DE MONTERREY,287,57,NO
9716,1,17.0,1.8705882352941177,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,1.87,,8.0,,1.87,F,20.0,IE ANTONIO RICAURTE-SANTANA,261,52,NO
9717,5,85.0,3.7058823529411766,5,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.71,,5.0,,4.03,F,22.0,COL. NUESTRA SEÑORA DE FÁTIMA,273,54,NO
9718,1,17.0,0.22352941176470587,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,0.22,,8.0,,0.22,F,22.0,IE RAFAEL BERNAL JIMENEZ,215,43,NO
9719,5,81.0,3.492592592592593,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.49,,8.0,,3.52,F,20.0,LICEO LEÓN DE GREIFF,237,49,NO
9720,5,89.0,3.995505617977528,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.0,,0.0,,4.18,F,22.0,I.E. TEC IND ANTONIO RICAURTE,258,53,NO
9721,1,17.0,3.505882352941176,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.51,,1.0,,3.51,F,20.0,INSTITUCIÓN EDUCATIVA NORMAL MARÍA INMACULADA-ARAUCA,314,62,NO
9722,5,86.0,3.8825581395348836,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.88,,2.0,,3.85,M,21.0,I.E.T PANTANO DE VARGAS,332,66,NO
9723,5,95.0,4.279999999999999,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.28,,0.0,,4.1,F,22.0,COLEGIO SALESIANO,295,58,NO
9724,5,89.0,3.8696629213483145,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.87,,1.0,,4.0,F,21.0,I.E. SAN PEDRO CLAVER - CHITARRAQUE,272,54,NO
9725,2,26.0,2.0346153846153845,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.03,,8.0,,1.51,M,22.0,INSTITUTO DE EDUCACIÓN RURAL SANTA MARÍA DEL CAMINO-PUERTO PARRA,245,49,NO
9726,5,89.0,4.284269662921348,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.28,,0.0,,4.26,F,21.0,COLEGIO DE BOYACÁ,328,64,NO
9727,1,17.0,1.5999999999999999,5,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,1.6,,5.0,,1.6,F,23.0,I.E.T. SAN DIEGO DE ALCALA,256,51,NO
9728,4,68.0,3.925,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.93,,0.0,,4.26,F,21.0,COLEGIO DE LA PRESENTACIÓN,274,55,NO
9729,4,68.0,3.7764705882352945,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.78,,1.0,,3.93,F,20.0,COLEGIO BOYACA DE DUITAMA,278,56,NO
9730,3,50.0,3.6719999999999993,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.67,,1.0,,3.82,F,23.0,COLEGIO DE BOYACÁ,293,60,NO
9731,4,68.0,3.660294117647059,3,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.66,,3.0,,3.66,F,19.0,COL COOPTEBOY,297,60,NO
9732,4,68.0,4.220588235294118,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.22,,0.0,,4.46,F,22.0,COLEGIO DE BOYACA,343,67,NO
9733,4,66.0,3.574242424242424,4,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.57,,4.0,,3.88,F,20.0,INSTITUCIÓN EDUCATIVA JOSÉ EUSTASIO RIVERA-SARAVENA,241,49,NO
9734,3,50.0,3.45,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.45,,1.0,,3.46,F,19.0,IE CENTRO SOCIAL,228,47,NO
9735,4,68.0,4.129411764705883,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.13,,1.0,,4.31,F,26.0,INEM CARLOS ARTURO TORRES,320,48,NO
9736,3,50.0,3.654,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.65,,1.0,,3.82,F,22.0,IE NUEVA GENERACION,262,51,NO
9737,4,66.0,3.987878787878788,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.99,,0.0,,4.12,F,19.0,COLEGIO GUILLERMO LEON VALENCIA,298,59,NO
9738,1,17.0,1.035294117647059,8,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,1.04,,8.0,,1.04,F,20.0,I.E. JOSE CAYETANO VASQUEZ,260,50,NO
9739,4,68.0,4.31764705882353,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.32,,0.0,,4.52,M,19.0,COL. NUESTRA SEÑORA DE FÁTIMA,312,63,NO
9740,4,68.0,4.048529411764706,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.05,,1.0,,4.21,F,18.0,COL. NUESTRA SEÑORA DE FÁTIMA,273,55,NO
9741,2,33.0,3.518181818181818,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.52,,2.0,,3.59,F,20.0,IE FRANCISCO DE PAULA SANTANDER-VENTAQUEMADA,273,53,NO
9742,2,32.0,3.9437499999999996,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.94,,0.0,,3.91,F,21.0,COLEGIO JESÚS EUCARISTÍA,325,65,NO
9743,4,68.0,4.008823529411765,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.01,,0.0,,3.98,F,19.0,NORMAL SUPERIOR ANTONIA SANTOS,303,60,NO
9744,4,68.0,3.786764705882353,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.79,,0.0,,4.03,F,19.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,255,52,NO
9745,4,68.0,3.9411764705882355,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.94,,1.0,,4.12,F,19.0,COLEGIO SALESIANO MALDONADO,330,67,NO
9746,2,32.0,4.015625,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.02,,0.0,,3.9,M,19.0,IE BRAULIO GONZALEZ,312,62,NO
9747,1,17.0,1.1588235294117648,7,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,1.16,,7.0,,1.16,F,19.0,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DEL ROSARIO DE BOAVITA,270,54,NO
9748,3,50.0,3.82,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.82,,0.0,,4.06,F,19.0,INSTITUCIÓN EDUCATIVA JUAN JOSÉ NEIRA,255,51,NO
9749,1,17.0,2.0941176470588236,5,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.09,,5.0,,2.09,F,19.0,IE TECNICA NACIONALIZADA DE SAMACA,261,52,NO
9750,4,68.0,4.172058823529412,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.17,,0.0,,4.31,F,19.0,IE VICTOR GOMEZ CORREDOR,266,53,NO
9751,2,33.0,2.1000000000000005,9,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.1,,9.0,,1.08,M,20.0,IE FRANCISCO DE PAULA SANTANDER-VENTAQUEMADA,281,56,NO
9752,4,58.0,3.903448275862069,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.9,,2.0,,4.22,M,22.0,COLEGIO CORPORACION SANTO DOMINGO,230,46,NO
9753,3,50.0,4.2,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.2,,0.0,,4.23,F,20.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,313,62,NO
9754,4,41.0,2.34390243902439,12,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.34,,12.0,,1.95,F,19.0,ESCUELA NORMAL SUPERIOR DE SOCHA,233,47,NO
9755,4,68.0,3.8279411764705884,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.83,,2.0,,4.08,F,21.0,COLEGIO ÁLVARO AGUDELO SAN JOSÉ DE CALASANZ,275,55,NO
9756,2,32.0,3.41875,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.42,,1.0,,3.38,F,21.0,"COLEGIO SAN PEDRO CLAVER (IED)-BOGOTÁ, D.C.",226,45,NO
9757,4,64.0,3.6640625,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.66,,2.0,,3.91,M,22.0,LICEO ANGLO AMERICANO,275,54,NO
9758,1,17.0,3.770588235294117,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.77,,0.0,,3.77,F,19.0,INSTITUCIÓN EDUCATIVA TÉCNICA FRANCISCO JOSÉ DE CALDAS,339,68,NO
9759,1,15.0,3.5200000000000005,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.52,,1.0,,3.52,F,19.0,COLEGIO INTEGRADO ANTONIO RICAURTE-EL PEÑÓN,258,52,NO
9760,3,48.0,3.6145833333333335,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.61,,0.0,,3.67,F,19.0,NORMAL SUPERIOR MARIA INMACULADA,253,50,NO
9761,4,68.0,3.8529411764705883,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.85,,1.0,,4.01,M,20.0,COLEGIO DE BOYACÁ,280,56,NO
9762,4,51.0,2.692156862745098,10,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,2.69,,10.0,,2.64,F,21.0,CENTRO DE EDUCACIÓN INTEGRAL JUAN DE LA SALLE,253,51,NO
9763,2,32.0,3.7593750000000004,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.76,,0.0,,3.91,F,19.0,IE SERGIO CAMARGO,290,57,NO
9764,3,52.0,3.923076923076923,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.92,,1.0,,4.01,F,22.0,INSTITUTO TECNICO INTEGRADO DE TRINIDAD,228,46,NO
9765,3,50.0,3.491999999999999,3,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.49,,3.0,,3.62,F,20.0,COL COOPTEBOY,227,47,NO
9766,3,50.0,3.8960000000000004,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.9,,1.0,,3.99,F,20.0,COLEGIO SALESIANO DUITAMA,307,61,NO
9767,2,34.0,0.7941176470588236,15,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,0.79,,15.0,,1.11,F,20.0,COLEGIO JUAN JOSE RONDON,312,61,NO
9768,3,50.0,4.432,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.43,,0.0,,4.29,F,22.0,CENTRO EDUCATIVO SAN AGUSTIN,273,54,NO
9769,3,50.0,4.108,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.11,,0.0,,4.04,F,20.0,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,303,62,NO
9770,3,52.0,4.148076923076924,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.15,,1.0,,4.2,F,21.0,COLEGIO MONTESSORI,273,55,NO
9771,2,33.0,3.6363636363636362,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.64,,1.0,,3.96,M,19.0,C. E. R. SAN FRANCISCO DE PAULA-BARBOSA,250,49,NO
9772,3,50.0,3.87,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.87,,0.0,,4.01,F,19.0,I.E. RAFAEL REYES,304,61,NO
9773,3,50.0,4.382000000000001,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.38,,0.0,,4.29,F,19.0,ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON,276,54,NO
9774,3,67.0,3.7611940298507465,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.76,,0.0,,3.78,F,20.0,COLEGIO JESÚS EUCARISTÍA,295,61,NO
9775,1,8.0,2.6,2,,,2.6,,2.0,,2.6,F,25.0,I.E. SILVINO RODRIGUEZ,44,44,NO
9776,2,32.0,4.1468750000000005,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.15,,0.0,,4.21,F,19.0,I.E. SUSANA GUILLEMIN,313,62,NO
9777,2,34.0,4.06764705882353,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.07,,0.0,,4.22,M,19.0,COLEGIO CRISTIANO FILADELFIA,272,56,NO
9778,2,32.0,3.753125,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.75,,0.0,,3.81,F,19.0,COLEGIO SALESIANO DUITAMA,273,54,NO
9779,1,17.0,3.7882352941176465,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.79,,0.0,,3.79,F,19.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,235,48,NO
9780,3,34.0,3.7470588235294118,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.75,,1.0,,4.5,M,23.0,CENTRO EDUCATIVO SAN AGUSTIN,243,48,NO
9781,2,34.0,3.905882352941177,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.91,,0.0,,4.0,F,18.0,COL NUESTRA SEÑORA DE NAZARETH,287,59,NO
9782,2,32.0,3.8187500000000005,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.82,,0.0,,3.77,F,21.0,INSTITUTO INTEGRADO DIEGO TORRES,298,60,NO
9783,1,17.0,4.141176470588235,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.14,,0.0,,4.14,M,20.0,INSTITUCIÓN EDUCATIVA RAFAEL REYES,357,71,NO
9784,2,32.0,3.540625,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.54,,1.0,,3.51,F,18.0,COLEGIO SALESIANO MALDONADO,288,58,NO
9785,2,32.0,4.05625,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.06,,0.0,,4.13,F,18.0,INSTITUTO TÉCNICO INTEGRADO TRINIDAD,244,49,NO
9786,2,32.0,3.640625,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.64,,0.0,,3.61,F,18.0,COLEGIO BOLIVARIANO-CHIQUINQUIRÁ,225,44,NO
9787,2,34.0,4.023529411764706,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.02,,0.0,,3.95,F,17.0,ESCUELA NORMAL SUPERIOR MARÍA AUXILIADORA,297,61,NO
9788,2,30.0,3.5533333333333332,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.55,,0.0,,3.39,F,21.0,INSTITUCIÓN EDUCATIVA JOSÉ EUSTASIO RIVERA-SARAVENA,273,54,NO
9789,2,32.0,4.04375,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.04,,0.0,,4.3,F,19.0,INEM CARLOS ARTURO TORRES,279,55,NO
9790,2,34.0,4.3,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.3,,0.0,,4.37,F,17.0,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL RAFAEL POMBO-SOPÓ,353,70,NO
9791,2,32.0,4.074999999999999,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.08,,0.0,,4.06,F,20.0,COLEGIO SALESIANO MALDONADO,265,52,NO
9792,2,32.0,4.146875,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.15,,0.0,,4.24,M,20.0,COLEGIO NUESTRA SEÑORA DEL ROSARIO - TUNJA,249,51,NO
9793,2,32.0,3.840625,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.84,,0.0,,3.72,M,19.0,INSTITUCIÓN EDUCATIVA URIBESCO,251,51,NO
9794,2,32.0,4.103125,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.1,,0.0,,4.14,F,18.0,I.E. JORGE ELIECER GAITAN - SABANALARGA,255,51,NO
9795,2,32.0,4.0625,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.06,,0.0,,4.01,F,17.0,INST TEC EMPRESARIAL,254,52,NO
9796,2,35.0,3.5228571428571427,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.52,,0.0,,3.5,F,20.0,INSTITUTO TÉCNICO INDUSTRIAL EL PALMAR,222,44,NO
9797,2,34.0,4.344117647058823,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.34,,0.0,,4.3,F,18.0,COLEGIO COMFIAR-ARAUCA,329,67,NO
9798,2,32.0,3.5250000000000004,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.52,,1.0,,3.6,M,20.0,COL COOP PROSPERO PINZON,218,43,NO
9799,2,32.0,3.396875,1,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.4,,1.0,,3.35,F,21.0,I.E. PLINIO MENDOZA NEIRA,209,41,NO
9800,1,17.0,3.5176470588235293,2,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,3.52,,2.0,,3.52,M,18.0,LICEO LOS ANDES-GIRARDOT,356,71,NO
9801,2,34.0,4.2970588235294125,0,FACULTAD DE CIENCIAS HUMANAS Y EDUCATIVAS,PSICOLOGÍA,4.3,,0.0,,4.34,F,20.0,ESCUELA NORMAL SUPERIOR MARÍA AUXILIADORA,282,57,NO
