PERIODO_COHORTE,CODIGO,GENERO,EDAD,COLEGIO_PROCEDENCIA,PUNT_TOTAL,PUNT_AREA,ES_DESERTOR,ULTIMA_MATRICULA,COD_MEN,AÑO,SEMESTRE,FECHA
201810,55318002,m,21,institucion educativa tecnico industrial julio florez,234,46,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318003,f,22,centro educativo san agustin,268,53,si,201810,20699,2018,semestre 1,2018-02-01
201810,55318004,m,20,ie luis hernandez vargas,302,59,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318005,m,20,ie tec rafael uribe,280,56,si,201810,20699,2018,semestre 1,2018-02-01
201810,55318006,f,20,ie san luis de gaceno,276,55,no,201820,20699,2018,semestre 1,2018-02-01
201810,55318007,f,20,i.e.t. san luis,252,51,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318008,m,22,colegio luis hernandez vargas,288,54,si,201810,20699,2018,semestre 1,2018-02-01
201810,55318009,m,24,colegio manuela beltran-guapota,277,54,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318010,f,20,escuela normal superior leonor alvarez pinzon,237,51,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318011,m,20,colegio integrado divino nino,307,63,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318012,f,20,colegio montessori,322,64,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318013,f,20,colegio nacionalizado la presentacion,271,56,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318014,f,19,ie diego de torres,298,61,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318015,m,22,institucion educativa san agustin,264,52,si,201810,20699,2018,semestre 1,2018-02-01
201810,55318016,m,20,colegio santo domingo savio,314,64,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318017,m,21,i.e. tecnica chicamocha,297,56,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318018,m,20,colegio manuel faustino mojica,280,56,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318019,f,19,ie centro social,304,59,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318020,m,22,instituto tecnico industrial antonio ricaurte villa de leyva,220,42,no,202110,20699,2018,semestre 1,2018-02-01
201810,55318021,m,20,inem carlos arturo torres,280,56,si,201810,20699,2018,semestre 1,2018-02-01
201810,55418002,f,24,institucion educativa politecnico alvaro gonzalez santana,255,50,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418003,m,19,ie jorge eliecer gaitan,295,60,si,201810,20699,2018,semestre 1,2018-02-01
201810,55418004,f,20,institucion educativa san agustin,301,62,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418005,m,21,colegio nuestra senora del rosario - sogamoso,333,65,si,201810,20699,2018,semestre 1,2018-02-01
201810,55418006,f,19,ie jorge eliecer gaitan - tota,276,54,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418007,m,20,colegio de educacion cedhu,280,62,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418009,f,20,colegio alejandro de humboldt,316,63,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418010,m,25,ie roberto franco izasa-tibasosa,252,49,si,201810,20699,2018,semestre 1,2018-02-01
201810,55418013,m,21,colegio la presentacion - duitama,315,62,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418014,m,21,"cent fe y alegria garces navas-bogota, d.c.",278,56,no,201920,20699,2018,semestre 1,2018-02-01
201810,55418015,m,24,liceo anglo americano de sogamoso,247,50,si,201810,20699,2018,semestre 1,2018-02-01
201810,55418016,f,23,colegio jorge clemente palacios,295,57,no,202110,20699,2018,semestre 1,2018-02-01
201810,55418017,m,20,ie jose maria cordoba - tauramena,271,54,si,201810,20699,2018,semestre 1,2018-02-01
201810,55518001,f,26,ie el triunfo,48,49,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518002,f,22,educativa tecnica nacionalizada de samaca,285,56,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518004,f,20,colegio de boyaca,307,61,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518005,f,21,colegio nacionalizado la presentacion,257,51,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518006,f,20,institucion educativa departamental nuestra senora del transito,231,47,no,201820,53841,2018,semestre 1,2018-02-01
201810,55518007,m,21,i.e. tec ind antonio ricaurte,264,52,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518008,m,23,instituto tecnico industrial rafael reyes-duitama,296,62,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518009,m,21,colegio luis antonio escobar,227,46,no,201920,53841,2018,semestre 1,2018-02-01
201810,55518010,f,19,i.e. normal superior sor josefa del castillo y guevara,286,57,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518011,f,20,i.e. tecnica chicamocha,307,60,si,201810,53841,2018,semestre 1,2018-02-01
201810,55518012,f,19,institucion educativa tecnica pedro jose sarmiento,247,51,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518013,m,22,liceo leon de greiff,253,51,si,201810,53841,2018,semestre 1,2018-02-01
201810,55518014,m,20,institucion educativa san jeronimo emiliani,265,52,no,201920,53841,2018,semestre 1,2018-02-01
201810,55518015,f,20,ie jorge eliecer gaitan - tota,247,49,no,201820,53841,2018,semestre 1,2018-02-01
201810,55518016,m,27,ie juan jose rondon,35,36,no,201820,53841,2018,semestre 1,2018-02-01
201810,55518017,m,21,i.e. tecnica el portachuelo,322,64,si,201810,53841,2018,semestre 1,2018-02-01
201810,55518018,f,20,ie jose maria cordoba,283,57,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518019,m,20,instituto tecnico industrial antonio ricaurte villa de leyva,293,58,no,202110,53841,2018,semestre 1,2018-02-01
201810,55518024,f,20,colegio departamental inaya,275,55,no,201920,53841,2018,semestre 1,2018-02-01
201810,55518025,m,25,colegio de boyaca,45,50,no,202010,53841,2018,semestre 1,2018-02-01
201810,55518027,m,24,institucion educativa  escuela normal superior gigante,290,58,si,201810,53841,2018,semestre 1,2018-02-01
201810,55618001,m,22,colegio luis hernandez vargas,325,68,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618002,m,22,colegio la presentacion - duitama,276,56,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618004,m,20,escuela normal superior santiago de tunja,278,57,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618005,f,20,centro de desarrollo humano  cedhu,253,51,no,201910,54539,2018,semestre 1,2018-02-01
201810,55618006,m,23,instituto san martin,270,54,no,201820,54539,2018,semestre 1,2018-02-01
201810,55618007,m,19,colegio integrado juan atalaya,232,46,no,201820,54539,2018,semestre 1,2018-02-01
201810,55618008,m,20,institucion tecnico industrial rafael reyes,286,59,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618009,m,20,colegio juan jose rondon,306,63,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618010,f,20,ie escuela normal superior de bucaramanga,378,76,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618011,m,20,col departamental catumare-villavicencio,265,54,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618012,m,23,i.e. nuestra senora de las mercedes-la uvita,293,60,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618013,m,20,institucion educativa san agustin,271,56,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618016,m,21,ie centro social la presentacion,301,60,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618018,f,19,col nra sra de la sabiduria-villavicencio,318,65,no,202110,54539,2018,semestre 1,2018-02-01
201810,55618019,m,19,centro de ensenanza precoz camino al saber,293,60,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618020,m,21,instituto tecnico diversificado de monterrey,326,66,si,201810,54539,2018,semestre 1,2018-02-01
201810,55618021,m,23,ie el paraiso,332,68,si,201810,54539,2018,semestre 1,2018-02-01
201810,55718001,m,24,institucion educativa tecnica ramon ignacio avella,42,42,no,201820,53841,2018,semestre 1,2018-02-01
201810,55718002,m,25,institucion educativa integrado joaquin gonzalez camargo,229,46,no,201910,53841,2018,semestre 1,2018-02-01
201810,55718003,f,19,i.e. concha medina de silva-muzo,298,58,no,202010,53841,2018,semestre 1,2018-02-01
201810,55718004,f,21,liceo de la presentacion,257,51,si,201810,53841,2018,semestre 1,2018-02-01
201810,55718005,f,19,institucion educativa jorge eliecer gaitan,316,62,no,201820,53841,2018,semestre 1,2018-02-01
201810,55718006,f,22,institucion educativa politecnico alvaro gonzalez santana,289,57,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718007,m,32,colegio cooperativo reyes patria,53,54,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718008,f,21,institucion educativa jorge guillermo mojica,214,44,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718009,m,22,liceo de la presentacion,311,61,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718010,f,20,institucion educativa san agustin,234,46,no,201910,53841,2018,semestre 1,2018-02-01
201810,55718011,f,24,colegio guillermo leon valencia,283,50,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718012,f,21,liceo anglo americano de sogamoso,236,48,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718013,f,21,col. de la presentacion,261,52,no,202110,53841,2018,semestre 1,2018-02-01
201810,55718015,m,24,instituto san martin,45,45,no,202110,53841,2018,semestre 1,2018-02-01
201810,66118001,m,33,i.e. silvino rodriguez,295,56,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118002,m,26,centro educativo juan de la salle tunja,224,44,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118003,f,20,i.e. tec y acad antonio narino,277,54,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118005,m,21,colegio uziel querit-valledupar,268,54,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118006,f,26,centro de educacion integral juan de la salle,282,38,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118008,m,21,institucion educativa lucila piragauta,289,59,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118009,f,21,colegio salesiano duitama,239,49,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118010,f,22,liceo de la presentacion,285,57,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118011,m,22,colegio ciudad del sol,241,47,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118013,f,20,i. e. r. zungo embarcadero-carepa,269,54,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118014,f,22,institucion educativa centro social,212,41,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118015,f,22,gimnasio moderno santa sofia-duitama,246,49,no,201920,20712,2018,semestre 1,2018-02-01
201810,66118016,f,21,colegio cooservicios dagoberto jimenez jimenez,308,61,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118017,f,23,instituto centralizado de estudios tecnicos incetec,279,55,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118018,f,21,instituto tecnico industrial francisco de paula santander,327,65,no,201920,20712,2018,semestre 1,2018-02-01
201810,66118019,f,19,institucion educativa jesus bernal pinzon,228,46,no,201910,20712,2018,semestre 1,2018-02-01
201810,66118020,f,21,col parroquial la consolata,317,64,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118021,f,20,ie tecnica ramon ignacio avella,343,68,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118022,f,20,instituto tecnico industrial rafael reyes duitama,277,55,no,201920,20712,2018,semestre 1,2018-02-01
201810,66118023,f,25,nuevo col san juan bautista-villapinzon,204,43,no,201920,20712,2018,semestre 1,2018-02-01
201810,66118024,f,20,escuela normal superior antonia santos,275,54,no,201920,20712,2018,semestre 1,2018-02-01
201810,66118025,f,21,institucion educativa gustavo rojas pinilla.,296,59,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118026,m,22,colegio alvaro agudelo san jose de calasanz,287,57,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118027,f,20,institucion educativa tecnica comercial sagrado corazon de jesus,223,45,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118028,m,20,colegio nuestra senora del rosario - tunja,219,45,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118029,f,20,escuela normal superior santiago de tunja,230,48,si,201810,20712,2018,semestre 1,2018-02-01
201810,66118030,f,21,ie jose maria cordoba,266,52,no,201910,20712,2018,semestre 1,2018-02-01
201810,66118031,f,23,i.e.t. agropecuaria san rafael,232,46,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118032,f,22,ie acad de paipa,270,53,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118033,f,21,colegio tecnico comercial de jenesano,243,49,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118034,f,20,colegio de boyaca,246,50,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118035,f,20,ie luis hernandez vargas,264,53,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118036,f,21,ie juan jose rondon,264,52,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118037,f,21,ie hector julio gomez,276,55,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118038,f,20,col nzado fem de bto de villavicencio,315,64,no,202010,20712,2018,semestre 1,2018-02-01
201810,66118039,f,20,ie manuela beltran,303,60,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118040,f,22,inst  benjamin herrera-ibague,262,53,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118041,f,24,liceo de la presentacion,43,47,no,201820,20712,2018,semestre 1,2018-02-01
201810,66118043,m,24,i.e.t. sergio camargo,297,57,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118044,f,21,colegio tecnico industrial gustavo jimenez,278,55,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118045,f,21,colegio de boyaca,327,65,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118046,f,20,escuela normal superior maria auxiliadora,289,57,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118047,f,20,institucion educativa departamental lorencita villegas de santos-el banco,315,62,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118049,f,21,augusto e medina comfenalco,255,52,no,202110,20712,2018,semestre 1,2018-02-01
201810,66118051,f,22,institucion educativa integrado joaquin gonzalez camargo,279,54,si,201810,20712,2018,semestre 1,2018-02-01
201810,66218001,f,24,institucion educativa camilo torres-granada,307,44,si,201810,20704,2018,semestre 1,2018-02-01
201810,66218002,f,21,institucion educativa juan jacobo rouseau,298,59,si,201810,20704,2018,semestre 1,2018-02-01
201810,66218004,f,22,institucion educativa inem jose eustacio rivera,277,55,no,202110,20704,2018,semestre 1,2018-02-01
201810,66218005,m,22,ie luis hernandez vargas,280,53,no,201820,20704,2018,semestre 1,2018-02-01
201810,66218006,f,21,inst de servicos academicos- idesa-neiva,234,45,si,201810,20704,2018,semestre 1,2018-02-01
201810,66218007,f,21,colegio guillermo leon valencia,304,60,si,201810,20704,2018,semestre 1,2018-02-01
201810,66218009,f,23,colegio militar coronel juan jose rondon,250,49,no,202110,20704,2018,semestre 1,2018-02-01
201810,66218010,m,21,colegio camilo torres para jovenes y adultos-san gil,212,41,si,201810,20704,2018,semestre 1,2018-02-01
201810,66218011,f,20,ie esteban rojas tovar,260,51,no,202110,20704,2018,semestre 1,2018-02-01
201810,66318001,m,21,colegio nacionalizado antonio ricaurte,231,45,no,201920,20705,2018,semestre 1,2018-02-01
201810,66318002,f,20,i.e departamental santa maria,307,62,no,202020,20705,2018,semestre 1,2018-02-01
201810,66318003,f,20,ie panamericano puente boyaca,268,53,no,202110,20705,2018,semestre 1,2018-02-01
201810,66318004,f,20,ie normal superior - san mateo,208,42,no,201820,20705,2018,semestre 1,2018-02-01
201810,66318005,f,20,i.e. nicolas cuervo y rojas,282,56,no,202110,20705,2018,semestre 1,2018-02-01
201810,66318006,f,34,institucion educativa tecnica las mercedes,393,45,no,202110,20705,2018,semestre 1,2018-02-01
201810,66318007,f,20,escuela normal superior leonor alvarez pinzon,302,59,no,202110,20705,2018,semestre 1,2018-02-01
201810,66318008,m,22,colegio salesiano maldonado,310,62,si,201810,20705,2018,semestre 1,2018-02-01
201810,66318009,f,21,i.e. silvino rodriguez,297,60,no,202110,20705,2018,semestre 1,2018-02-01
201810,66318010,f,20,institucion educativa jose maria cordoba,278,56,no,202020,20705,2018,semestre 1,2018-02-01
201810,66318011,f,22,i.e. tec y acad antonio narino,241,50,no,201920,20705,2018,semestre 1,2018-02-01
201810,66418002,f,23,"col divino salvador-bogota, d.c.",328,65,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418003,f,21,instituto tecnico empresarial el yopal,301,61,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418004,m,21,institucion educativa tecnica san luis,325,62,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418005,m,21,institucion educativa tecnica industrial de tibasosa,295,57,no,201910,20697,2018,semestre 1,2018-02-01
201810,66418006,m,25,"cent educ dist la libertad - santiago de las atalayas-bogota, d.c.",216,54,no,202020,20697,2018,semestre 1,2018-02-01
201810,66418008,f,21,colegio la presentacion,299,62,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418009,f,21,colegio chicamocha de tuta,300,59,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418010,m,21,colegio de boyaca,324,65,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418011,m,24,colegio universitario socorro,307,62,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418012,m,20,liceo tame,300,60,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418013,m,22,instituto tecnico diversificado de monterrey,232,54,si,201810,20697,2018,semestre 1,2018-02-01
201810,66418014,m,20,colegio salesiano maldonado,333,67,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418015,m,22,colegio nueva granada-tunja,318,65,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418016,f,21,colegio nuestra senora del rosario - tunja,298,60,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418017,f,21,ie francisco de paula santander-ventaquemada,309,61,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418018,m,21,colegio nacional univertario,294,58,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418019,f,20,instituto integrado del comercio,310,61,no,201910,20697,2018,semestre 1,2018-02-01
201810,66418022,m,19,colegio cooperativo reyes patria,288,59,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418023,m,19,i.e. el espino,295,59,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418024,m,20,"col parroq san luis gonzaga - bogota, d.c.",276,55,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418025,f,23,col sagrado corazon de jesus hermanas bethlemitas-barrancabermeja,294,55,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418026,f,20,"col fund vida nueva-bogota, d.c.",266,52,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418028,m,21,colegio militar coronel juan jose rondon,325,64,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418029,m,25,institucion educativa tecnico industrial gustavo jimenez,339,68,si,201810,20697,2018,semestre 1,2018-02-01
201810,66418030,f,22,colegio de la presentacion,282,60,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418031,m,22,colegio integrado-puerto wilches,327,63,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418032,f,20,ateneo juan eudes,277,56,si,201810,20697,2018,semestre 1,2018-02-01
201810,66418033,m,23,liceo anglo americano de sogamoso,242,49,si,201810,20697,2018,semestre 1,2018-02-01
201810,66418034,f,20,i.e. de cerinza,242,50,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418035,f,20,academia militar jose antonio paez,252,49,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418036,f,20,colegio nacionalizado la presentacion,321,66,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418037,f,20,escuela normal superior leonor alvarez pinzon,298,56,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418038,m,20,ie luis hernandez vargas,325,66,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418039,m,20,colegio andino de tunja,305,61,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418041,f,19,colegio cooperativo barbosa,281,56,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418043,f,20,colegio cooperativo,265,52,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418046,m,21,col sagrado corazon de jesus-cucuta,288,60,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418047,f,21,gimnasio campestre del norte,313,64,no,201910,20697,2018,semestre 1,2018-02-01
201810,66418048,f,20,ie tec industrial,377,75,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418049,m,20,instituto tecnico industrial rafael reyes duitama,322,65,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418050,m,20,inst. edu. juan mejia gomez-chiriguana,263,52,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418051,f,20,colegio avelina moreno,284,57,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418052,f,20,escuela normal superior leonor alvarez pinzon,288,57,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418053,f,21,liceo santo domingo savio,306,64,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418054,f,22,institucion educativa sagrados corazones,297,60,no,201910,20697,2018,semestre 1,2018-02-01
201810,66418055,f,25,institucion educativa tecnico industrial gustavo jimenez,53,56,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418056,m,24,institucion educativa rural del sur,297,58,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418057,f,25,colegio la presentacion - duitama,451,46,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418058,f,19,ie tecnico industrial el palmar,336,66,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418059,f,20,institucion tecnico industrial rafael reyes,324,65,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418061,f,20,col coop prospero pinzon,302,61,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418062,f,21,institucion educativa german arciniegas-villavicencio,298,59,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418065,f,20,col de la presentacion ubate,338,68,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418066,f,19,col. colombo ingles-valledupar,342,71,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418067,m,20,colegio nacionalizado juan jose rondon,342,69,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418068,f,20,"col alfonso lopez pumarejo-bogota, d.c.",321,65,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418069,f,20,country bilingual school,275,58,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418070,m,21,comfaca-florencia,347,67,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418072,f,21,colegio nacionalizado la frontera,295,60,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418073,f,21,colegio cristo rey-tunja,320,67,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418074,f,20,colegio nuestra senora del rosario - tunja,295,60,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418075,f,19,i.e.t. comercial,302,58,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418076,f,20,instituto tecnico santo tomas de aquino,276,57,no,201910,20697,2018,semestre 1,2018-02-01
201810,66418077,f,25,colegio la presentacion tunja,308,62,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418078,f,20,i.e. suazapawa,342,69,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418079,m,20,col  la salle-bucaramanga,290,59,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418080,f,20,inst educativa col nuestra senora del rosario-cachira,333,65,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418081,f,20,ie jorge eliecer gaitan,303,58,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418082,f,30,colegio universitario el socorro,267,55,si,201810,20697,2018,semestre 1,2018-02-01
201810,66418083,f,20,colegio de educacion cedhu,337,68,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418084,f,20,colegio de educacion cedhu,325,66,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418086,m,33,gimnasio campestre beth shalom,305,64,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418087,f,19,colegio nuestra senora del rosario - tunja,328,68,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418088,m,21,ie tec la libertad,298,56,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418089,f,19,instituto tecnico diversificado de monterrey,308,61,no,202010,20697,2018,semestre 1,2018-02-01
201810,66418090,m,26,i.e. tec ind antonio ricaurte,309,54,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418093,f,23,ie diego de torres,280,56,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418094,m,19,institucion tecnico industrial rafael reyes,325,65,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418095,f,21,i.e. jorge eliercer gaitan,327,66,no,201820,20697,2018,semestre 1,2018-02-01
201810,66418097,m,29,inst educativa col nuestra senora del rosario-cachira,54,56,no,201920,20697,2018,semestre 1,2018-02-01
201810,66418098,m,21,i.e. marco aurelio bernal,259,54,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418100,f,20,inst antonio narino-barrancabermeja,349,67,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418101,f,20,col sagrados corazones-cucuta,304,60,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418104,f,22,colegio tecnico industrial rafael pombo,282,56,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418105,m,24,colegio de bachillerato nueva esperanza,260,48,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418108,f,19,inst. edu. san alberto magno-san alberto,271,54,no,202110,20697,2018,semestre 1,2018-02-01
201810,66418109,f,19,col. gimnasio del norte-valledupar,311,62,si,201810,20697,2018,semestre 1,2018-02-01
201810,66518002,m,21,ie la campina,305,59,si,201810,20734,2018,semestre 1,2018-02-01
201810,66518003,f,22,"colegio rafael bernal jimenez (ied)-bogota, d.c.",252,50,si,201810,20734,2018,semestre 1,2018-02-01
201810,66518004,f,25,institucion educativa soledad acosta de samper-cartagena,243,50,no,201820,20734,2018,semestre 1,2018-02-01
201810,66518005,m,26,instituto tecnico bolivariano esdisenos,251,45,no,201910,20734,2018,semestre 1,2018-02-01
201810,66518006,f,20,inst nino jesus de praga-popayan,290,60,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518007,f,22,ie manuela beltran,296,56,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518008,f,21,escuela normal superior nuestra senora del rosario,220,45,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518010,m,21,institucion educativa integrado joaquin gonzalez camargo,301,58,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518011,m,20,i.e. jose santos gutierrez,310,62,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518012,f,21,col coopteboy,291,57,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518013,f,20,i.e. concentracion desarrollo rural-san jose del guaviare,330,64,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518014,f,20,institucion educativa no. 11-maicao,273,56,no,201820,20734,2018,semestre 1,2018-02-01
201810,66518015,f,22,ie normal superior - san mateo,280,55,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518016,f,19,i.e.t. comercial sagrado corazon de jesus,278,56,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518017,f,21,colegio nacionalizado la presentacion,298,60,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518018,f,20,colegio juan xxiii,299,59,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518019,f,21,colegio cristiano filadelfia,301,61,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518020,f,20,i.e. tec ind julio florez,291,57,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518021,f,23,escuela normal superior leonor alvarez pinzon,289,57,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518023,f,21,colegio jesus eucaristia,276,55,no,202110,20734,2018,semestre 1,2018-02-01
201810,66518024,f,27,i.e. normal superior sagrado corazon,348,51,no,202110,20734,2018,semestre 1,2018-02-01
